model,experiment,epoch,train_loss,val_f1
GNN (Correlation),corr_edge_True,86,0.48802986189508607,0.2739345245939335
GNN (Correlation),corr_edge_True,87,0.48092916009666253,0.26722462089587257
GNN (Correlation),corr_edge_True,88,0.47808998238375716,0.2806187346522267
GNN (Correlation),corr_edge_True,89,0.4774066877772482,0.2537056168352212
GNN (Correlation),corr_edge_True,90,0.472132683585552,0.2630018013268065
GNN (Correlation),corr_edge_True,91,0.47067870506011755,0.2647940440643221
GNN (Correlation),corr_edge_True,92,0.46671596896305356,0.2679096903575211
GNN (Correlation),corr_edge_True,93,0.46738789853432194,0.26012575997082027
GNN (Correlation),corr_edge_True,94,0.45807851472293304,0.2870409106179916
GNN (Correlation),corr_edge_True,95,0.45449838629997463,0.2561474404616279
GNN (Correlation),corr_edge_True,96,0.45260791602752193,0.25820164738937873
GNN (Correlation),corr_edge_True,97,0.4543465489119613,0.2543123429084307
GNN (Correlation),corr_edge_True,98,0.4497510421136729,0.28031794688508127
GNN (Correlation),corr_edge_True,99,0.4470768017707754,0.2855276705028214
GNN (Correlation),corr_edge_True,100,0.44435676336824464,0.26296433776795475
GNN (Correlation),corr_edge_True,101,0.4428247781671423,0.2526376435276162
GNN (Correlation),corr_edge_True,102,0.4381852455839193,0.2655789174606499
GNN (Correlation),corr_edge_True,103,0.43728483667154966,0.2832816952462434
GNN (Correlation),corr_edge_True,104,0.4371113970393328,0.2385395542981353
GNN (Correlation),corr_edge_True,105,0.431161385469085,0.25218822114440703
GNN (Correlation),corr_edge_True,106,0.43191722031655927,0.2507482303767454
GNN (Correlation),corr_edge_True,107,0.4320740760766345,0.26996289875496093
GNN (Correlation),corr_edge_True,108,0.4283219683191759,0.26150550205756024
GNN (Correlation),corr_edge_True,109,0.4233190290978272,0.24080053814105584
GNN (Correlation),corr_edge_True,110,0.42104560629926996,0.26765771064895755
GNN (Correlation),corr_edge_True,111,0.4169850972648576,0.2507512337362302
GNN (Correlation),corr_edge_True,112,0.41552700196801545,0.262474207318597
GNN (Correlation),corr_edge_True,113,0.41391907358180274,0.25337646047963497
GNN (Correlation),corr_edge_True,114,0.4149282286325537,0.257708937630615
GNN (Correlation),corr_edge_True,115,0.4124777714473952,0.25764365444533904
GNN (Correlation),corr_edge_True,116,0.4062840459560104,0.2605835965173239
GNN (Correlation),corr_edge_True,117,0.4037087398634808,0.27469238162492016
GNN (Correlation),corr_edge_True,118,0.4060653237317749,0.2844017040036101
GNN (Correlation),corr_edge_True,119,0.40698054426235797,0.2730650395495334
GNN (Correlation),corr_edge_True,120,0.39766487026010916,0.2625112723805185
GNN (Correlation),corr_edge_True,121,0.40026765837997413,0.288933059404882
GNN (Correlation),corr_edge_True,122,0.39534083898145733,0.25962633176970745
GNN (Correlation),corr_edge_True,123,0.3960129783977922,0.26180697850215
GNN (Correlation),corr_edge_True,124,0.39653790264169303,0.2548887137794869
GNN (Correlation),corr_edge_True,125,0.3931906701447509,0.27080015743395597
GNN (Correlation),corr_edge_True,126,0.3896484648440328,0.2819999913994437
GNN (Correlation),corr_edge_True,127,0.38876264869577165,0.2661683451101233
GNN (Correlation),corr_edge_True,128,0.38625079088663455,0.2824264083530741
GNN (Correlation),corr_edge_True,129,0.38171449220545,0.25136695398828796
GNN (Correlation),corr_edge_True,130,0.38081148549003135,0.2572638027611085
GNN (Correlation),corr_edge_True,131,0.3792421579133156,0.2668133403938914
GNN (Correlation),corr_edge_True,132,0.38086831409269745,0.28766723946382444
GNN (Correlation),corr_edge_True,133,0.37789947002281926,0.2676387254215534
GNN (Correlation),corr_edge_True,134,0.3754634978423873,0.268105739365151
GNN (Correlation),corr_edge_True,135,0.3697498296340592,0.2812262093748473
GNN (Correlation),corr_edge_True,136,0.3745205875834544,0.2821499147122304
GNN (Correlation),corr_edge_True,137,0.3659602673911898,0.26279326050512863
GNN (Correlation),corr_edge_True,138,0.3659081663909576,0.2622094698300395
GNN (Correlation),corr_edge_True,139,0.3669044306729552,0.25360460122222944
GNN (Correlation),corr_edge_True,140,0.3659713011255099,0.26207547987033764
GNN (Correlation),corr_edge_True,141,0.3629853429165568,0.2712010625830186
GNN (Correlation),corr_edge_True,142,0.36601120411224075,0.2719927961960067
GNN (Correlation),corr_edge_True,143,0.35835197245527944,0.25448154253101707
GNN (Correlation),corr_edge_True,144,0.3573942327985821,0.2822424149237311
GNN (Correlation),corr_edge_True,145,0.3574207849478979,0.2782037860319478
GNN (Correlation),corr_edge_True,146,0.3582781837891332,0.2733977561587106
GNN (Correlation),corr_edge_True,147,0.350212829791867,0.27397755278929875
GNN (Correlation),corr_edge_True,148,0.3505614774877862,0.2733441984192279
GNN (Correlation),corr_edge_True,149,0.35417039275651785,0.2559435676571364
GNN (JS),js_edge_True,0,1.083884693478509,0.23162730015209168
GNN (JS),js_edge_True,1,1.0736897569766148,0.23481949618716066
GNN (JS),js_edge_True,2,1.0704343028205763,0.2334649072571433
GNN (JS),js_edge_True,3,1.0681597280845367,0.20787701201334655
GNN (JS),js_edge_True,4,1.0650992939798094,0.18221084490451525
GNN (JS),js_edge_True,5,1.0613655097192998,0.19956041139727446
GNN (JS),js_edge_True,6,1.0556829804139172,0.18582447292002838
GNN (JS),js_edge_True,7,1.0534112139571485,0.21425509172974908
GNN (JS),js_edge_True,8,1.046331033089178,0.21054972287096133
GNN (JS),js_edge_True,9,1.039861942967065,0.2198988987558048
GNN (JS),js_edge_True,10,1.0281653451404984,0.21505442194354507
GNN (JS),js_edge_True,11,1.0208519520519448,0.17879918106900203
GNN (JS),js_edge_True,12,1.0078949551359355,0.19338975255592325
GNN (JS),js_edge_True,13,0.9994496611382464,0.16524303626631667
GNN (JS),js_edge_True,14,0.9862057064076979,0.20894377107245776
GNN (JS),js_edge_True,15,0.9741295872832374,0.20349845447304296
GNN (JS),js_edge_True,16,0.9584749208937446,0.17931302010148595
GNN (JS),js_edge_True,17,0.9565532482356476,0.20144545796352634
GNN (JS),js_edge_True,18,0.9459621147714931,0.18643225433532626
GNN (JS),js_edge_True,19,0.935487998861203,0.16687279982378586
GNN (JS),js_edge_True,20,0.9207388324274434,0.1941689543320381
GNN (JS),js_edge_True,21,0.9148828506898536,0.2477030146402669
GNN (JS),js_edge_True,22,0.9046877897043022,0.1689995704678526
GNN (JS),js_edge_True,23,0.900398360739509,0.20398400004026096
GNN (JS),js_edge_True,24,0.8899614090756547,0.17895363165689027
GNN (JS),js_edge_True,25,0.8812187997557277,0.18420050925743547
GNN (JS),js_edge_True,26,0.8702752824738729,0.17487921414347166
GNN (JS),js_edge_True,27,0.865161015318452,0.19276065076574925
GNN (JS),js_edge_True,28,0.8583819136345129,0.18223990983155616
GNN (JS),js_edge_True,29,0.8487524650294146,0.21725098855511074
GNN (JS),js_edge_True,30,0.8423006602542863,0.22435586402810803
GNN (JS),js_edge_True,31,0.829600044827667,0.2082544151893966
GNN (JS),js_edge_True,32,0.8257130457986173,0.19706461034303727
GNN (JS),js_edge_True,33,0.8127226931156872,0.20656833169748046
GNN (JS),js_edge_True,34,0.8048769005661388,0.20420605360648747
GNN (JS),js_edge_True,35,0.7983600671878821,0.23920540960253922
GNN (JS),js_edge_True,36,0.7933328028741501,0.2242801293060586
GNN (JS),js_edge_True,37,0.7821731032656251,0.20483203166121675
GNN (JS),js_edge_True,38,0.7788834355932346,0.18885815690217692
GNN (JS),js_edge_True,39,0.7643939841565468,0.19572779019882938
GNN (JS),js_edge_True,40,0.7596594098982193,0.23483980105455945
GNN (JS),js_edge_True,41,0.7532410674922758,0.2675400715363614
GNN (JS),js_edge_True,42,0.7453509051272338,0.25949705066100565
GNN (JS),js_edge_True,43,0.7405190169596844,0.19091408780248456
GNN (JS),js_edge_True,44,0.7287611993632728,0.2275614755641244
GNN (JS),js_edge_True,45,0.7250498060271037,0.1902695103402012
GNN (JS),js_edge_True,46,0.7138578680565031,0.22280169286777882
GNN (JS),js_edge_True,47,0.7111250751202912,0.24936823502618685
GNN (JS),js_edge_True,48,0.7013077836939328,0.29555767749859235
GNN (JS),js_edge_True,49,0.6937780434011127,0.2649523575044175
GNN (JS),js_edge_True,50,0.6838711422017152,0.2521220297193371
GNN (JS),js_edge_True,51,0.6814381811312206,0.22255234405959878
GNN (JS),js_edge_True,52,0.6731091730028606,0.2166602194601064
GNN (JS),js_edge_True,53,0.6696401449148175,0.2452957783311882
GNN (JS),js_edge_True,54,0.6607840594949482,0.2512358741697462
GNN (JS),js_edge_True,55,0.65657086352007,0.3118387412384697
GNN (JS),js_edge_True,56,0.650265790956269,0.2187050363488006
GNN (JS),js_edge_True,57,0.6408599010635194,0.2117564865504632
GNN (JS),js_edge_True,58,0.6358758590633063,0.247559951107983
GNN (JS),js_edge_True,59,0.6289833039259739,0.24921942546571565
GNN (JS),js_edge_True,60,0.6260537408613901,0.3104116930530824
GNN (JS),js_edge_True,61,0.6205892350497864,0.2654617513153902
GNN (JS),js_edge_True,62,0.6124783082027658,0.26542026059506174
GNN (JS),js_edge_True,63,0.6114164488725096,0.29079226514945916
GNN (JS),js_edge_True,64,0.6060422908702343,0.2681495915207896
GNN (JS),js_edge_True,65,0.5990746880713984,0.2886299421830251
GNN (JS),js_edge_True,66,0.5928115078227983,0.27731666953054507
GNN (JS),js_edge_True,67,0.5887999657139503,0.2628279157735602
GNN (JS),js_edge_True,68,0.5919126817326752,0.21747596723024928
GNN (JS),js_edge_True,69,0.5798308839311274,0.2830875687689269
GNN (JS),js_edge_True,70,0.5703431601361405,0.27749241640604755
GNN (JS),js_edge_True,71,0.5735525026917457,0.28340623937251425
GNN (JS),js_edge_True,72,0.5641733735638985,0.2722254242023828
GNN (JS),js_edge_True,73,0.563572676710302,0.313194763792962
GNN (JS),js_edge_True,74,0.5576536889342095,0.25686936164993396
GNN (JS),js_edge_True,75,0.5471896212440814,0.26037635342320786
GNN (JS),js_edge_True,76,0.5504162867560233,0.23682640951451925
GNN (JS),js_edge_True,77,0.5430406686936994,0.2718252474070167
GNN (JS),js_edge_True,78,0.5395798497706008,0.22478175542447168
GNN (JS),js_edge_True,79,0.5380097117248199,0.30836826534704365
GNN (JS),js_edge_True,80,0.5338747585741737,0.32001166587430624
GNN (JS),js_edge_True,81,0.5316361181223564,0.2647722507650513
GNN (JS),js_edge_True,82,0.522990016490489,0.314488279778993
GNN (JS),js_edge_True,83,0.5196513087843819,0.3081047491738815
GNN (JS),js_edge_True,84,0.5179276624386259,0.2854457210733527
GNN (JS),js_edge_True,85,0.5150428714967674,0.2867554777235489
GNN (JS),js_edge_True,86,0.5076593959771043,0.3175407816869838
GNN (JS),js_edge_True,87,0.507863013569614,0.2871826808135276
GNN (JS),js_edge_True,88,0.5026954681324444,0.294088016778884
GNN (JS),js_edge_True,89,0.5010660900325655,0.3136390851545892
GNN (JS),js_edge_True,90,0.4932378951674528,0.3022917482264511
GNN (JS),js_edge_True,91,0.49291368391391616,0.30716450159676223
GNN (JS),js_edge_True,92,0.49003544481966993,0.2678381209527931
GNN (JS),js_edge_True,93,0.48589854138039,0.28470780039599136
GNN (JS),js_edge_True,94,0.484902150963815,0.31325155997436765
GNN (JS),js_edge_True,95,0.48181663081853937,0.2652357375898288
GNN (JS),js_edge_True,96,0.47490889961502963,0.2576548661254241
GNN (JS),js_edge_True,97,0.4715819712433455,0.30545347984530274
GNN (JS),js_edge_True,98,0.47132032802931484,0.28599183079564433
GNN (JS),js_edge_True,99,0.46179540152762005,0.28203280139608794
GNN (JS),js_edge_True,100,0.4657328022657324,0.3081691722422553
GNN (JS),js_edge_True,101,0.4645521062955582,0.2608578473203307
GNN (JS),js_edge_True,102,0.46392401946480755,0.28156977979442105
GNN (JS),js_edge_True,103,0.4573616545781386,0.30378193342723275
GNN (JS),js_edge_True,104,0.45543275890108065,0.24673263425397848
GNN (JS),js_edge_True,105,0.4478025525835135,0.2762202058850912
GNN (JS),js_edge_True,106,0.4446236025542021,0.24534558180846353
GNN (JS),js_edge_True,107,0.44529442527472113,0.2946454426836151
GNN (JS),js_edge_True,108,0.4428359690892825,0.26486851527917055
GNN (JS),js_edge_True,109,0.44124470264416377,0.2784044495616233
GNN (JS),js_edge_True,110,0.4403437630574909,0.29389741999384816
GNN (JS),js_edge_True,111,0.4374163236951442,0.274018454203607
GNN (JS),js_edge_True,112,0.4361465914322318,0.2756417317780701
GNN (JS),js_edge_True,113,0.43334227920436175,0.29673998477584035
GNN (JS),js_edge_True,114,0.4256126876652455,0.2822309303558192
GNN (JS),js_edge_True,115,0.4276095327231095,0.2897130235137657
GNN (JS),js_edge_True,116,0.42960540297434485,0.26398557334600153
GNN (JS),js_edge_True,117,0.42364473511471595,0.2849603757956107
GNN (JS),js_edge_True,118,0.4168829084327109,0.29549924017900214
GNN (JS),js_edge_True,119,0.41363551675362126,0.27658887529111725
GNN (JS),js_edge_True,120,0.4131992652958674,0.3025875538968951
GNN (JS),js_edge_True,121,0.41494401624868454,0.32226086668760867
GNN (JS),js_edge_True,122,0.4082498669972737,0.24582013988029536
GNN (JS),js_edge_True,123,0.4124364977809701,0.30301313893554144
GNN (JS),js_edge_True,124,0.4091762480667705,0.27045173401957473
GNN (JS),js_edge_True,125,0.4024390646537913,0.2913719340215925
GNN (JS),js_edge_True,126,0.4024573903812243,0.28431485806553125
GNN (JS),js_edge_True,127,0.3989079692273689,0.3017811194891147
GNN (JS),js_edge_True,128,0.40414259659005797,0.31193875388198894
GNN (JS),js_edge_True,129,0.39477083948206343,0.28310329525510874
GNN (JS),js_edge_True,130,0.3977116541735989,0.2799890209810154
GNN (JS),js_edge_True,131,0.39278875160962345,0.3144987256010779
GNN (JS),js_edge_True,132,0.39190475065261127,0.322631806767058
GNN (JS),js_edge_True,133,0.3934847886506602,0.3025887542049485
GNN (JS),js_edge_True,134,0.39014929296221024,0.2633756961220104
GNN (JS),js_edge_True,135,0.38046850154591766,0.3007560555599086
GNN (JS),js_edge_True,136,0.3880769350760275,0.32147242519960134
GNN (JS),js_edge_True,137,0.3828149473509021,0.2685170743801704
GNN (JS),js_edge_True,138,0.3784818423081109,0.27630557285457186
GNN (JS),js_edge_True,139,0.37901120755432854,0.2869943241806241
GNN (JS),js_edge_True,140,0.37737007699906827,0.2922904119589058
GNN (JS),js_edge_True,141,0.37642512844352843,0.2861657236367423
GNN (JS),js_edge_True,142,0.376196995435162,0.29490865784925574
GNN (JS),js_edge_True,143,0.37669125871478226,0.26380987168513576
GNN (JS),js_edge_True,144,0.3731563952892161,0.2675351183162911
GNN (JS),js_edge_True,145,0.371615836175373,0.2662135490539404
GNN (JS),js_edge_True,146,0.36844722157036014,0.28662886520813013
GNN (JS),js_edge_True,147,0.3681477919167323,0.2879496877351457
GNN (JS),js_edge_True,148,0.36305059076239954,0.3030976990670102
GNN (JS),js_edge_True,149,0.3669289968036812,0.2994260305169756
LSTM,lstm_temporal,0,1.0981421514255245,0.2631399487688649
LSTM,lstm_temporal,1,1.0971167678755473,0.3163123997073518
LSTM,lstm_temporal,2,1.096112936492858,0.3386423967869765
LSTM,lstm_temporal,3,1.0954531334279998,0.3106718444631648
LSTM,lstm_temporal,4,1.0946570033949565,0.3122203223899615
LSTM,lstm_temporal,5,1.0937063146412858,0.32162613076808894
LSTM,lstm_temporal,6,1.0933147886904275,0.32514300272122293
LSTM,lstm_temporal,7,1.0928582650859182,0.33297114781174925
LSTM,lstm_temporal,8,1.0925587217013042,0.33246430885004574
LSTM,lstm_temporal,9,1.092314012651521,0.33188331965395174
